Record Length,Analog:7000
Sample Interval,CH:0.0000040000000
Vertical Units,CH1:V CH2:V CH4:V,,,
Vertical Scale,CH1:+1.000000E+00 CH2:+5.000000E-02 CH4:+1.000000E-01,,,
Vertical Offset,CH1:-4.000000E+00 CH2:+1.710000E-01 CH4:-2.000000E+00,,,
Horizontal Units,us,,,
Horizontal Scale,2000.0000000000,,,
Model Number,SDS1204X-E,,,
Serial Number,SDSMMEBQ4R4722,,,
Software Version,8.1.6.1.35R2,,,
Source,CH1,CH2,CH4
Second,Volt,Volt,Volt
+3.049200E-02,+3.320000E+00,+7.700001E-02,+2.464000E+00
+3.049600E-02,+3.400000E+00,+7.700001E-02,+2.464000E+00
+3.050000E-02,+3.360000E+00,+7.500000E-02,+2.464000E+00
+3.050400E-02,+3.400000E+00,+7.700001E-02,+2.464000E+00
+3.050800E-02,+3.400000E+00,+7.500000E-02,+2.464000E+00
+3.051200E-02,+3.440000E+00,+7.500000E-02,+2.464000E+00
+3.051600E-02,+3.480000E+00,+7.500000E-02,+2.464000E+00
+3.052000E-02,+3.520000E+00,+7.500000E-02,+2.464000E+00
+3.052400E-02,+3.520000E+00,+7.700001E-02,+2.464000E+00
+3.052800E-02,+3.560000E+00,+7.500000E-02,+2.464000E+00
+3.053200E-02,+3.600000E+00,+7.500000E-02,+2.464000E+00
+3.053600E-02,+3.600000E+00,+7.500000E-02,+2.464000E+00
+3.054000E-02,+3.640000E+00,+7.700001E-02,+2.464000E+00
+3.054400E-02,+3.640000E+00,+7.500000E-02,+2.464000E+00
+3.054800E-02,+3.680000E+00,+7.500000E-02,+2.464000E+00
+3.055200E-02,+3.680000E+00,+7.500000E-02,+2.464000E+00
+3.055600E-02,+3.760000E+00,+7.700001E-02,+2.464000E+00
+3.056000E-02,+3.760000E+00,+7.500000E-02,+2.464000E+00
+3.056400E-02,+3.800000E+00,+7.700001E-02,+2.464000E+00
+3.056800E-02,+3.840000E+00,+7.500000E-02,+2.464000E+00
+3.057200E-02,+3.840000E+00,+7.500000E-02,+2.464000E+00
+3.057600E-02,+3.840000E+00,+7.500000E-02,+2.464000E+00
+3.058000E-02,+3.880000E+00,+7.500000E-02,+2.464000E+00
+3.058400E-02,+3.920000E+00,+7.500000E-02,+2.464000E+00
+3.058800E-02,+3.960000E+00,+7.500000E-02,+2.464000E+00
+3.059200E-02,+3.960000E+00,+7.700001E-02,+2.464000E+00
+3.059600E-02,+3.960000E+00,+7.500000E-02,+2.464000E+00
+3.060000E-02,+4.000000E+00,+7.700001E-02,+2.464000E+00
+3.060400E-02,+4.040000E+00,+7.700001E-02,+2.464000E+00
+3.060800E-02,+4.080000E+00,+7.700001E-02,+2.464000E+00
+3.061200E-02,+4.080000E+00,+7.700001E-02,+2.464000E+00
+3.061600E-02,+4.120000E+00,+7.700001E-02,+2.464000E+00
+3.062000E-02,+4.120000E+00,+7.500000E-02,+2.464000E+00
+3.062400E-02,+4.160000E+00,+7.500000E-02,+2.464000E+00
+3.062800E-02,+4.200000E+00,+7.500000E-02,+2.464000E+00
+3.063200E-02,+4.200000E+00,+7.500000E-02,+2.464000E+00
+3.063600E-02,+4.240000E+00,+7.500000E-02,+2.464000E+00
+3.064000E-02,+4.280000E+00,+7.500000E-02,+2.464000E+00
+3.064400E-02,+4.280000E+00,+7.500000E-02,+2.464000E+00
+3.064800E-02,+4.320000E+00,+7.500000E-02,+2.464000E+00
+3.065200E-02,+4.360000E+00,+7.500000E-02,+2.464000E+00
+3.065600E-02,+4.360000E+00,+7.500000E-02,+2.464000E+00
+3.066000E-02,+4.400000E+00,+7.500000E-02,+2.464000E+00
+3.066400E-02,+4.400000E+00,+7.500000E-02,+2.464000E+00
+3.066800E-02,+4.440000E+00,+7.500000E-02,+2.464000E+00
+3.067200E-02,+4.480000E+00,+7.500000E-02,+2.464000E+00
+3.067600E-02,+4.480000E+00,+7.500000E-02,+2.464000E+00
+3.068000E-02,+4.520000E+00,+7.700001E-02,+2.468000E+00
+3.068400E-02,+4.520000E+00,+7.700001E-02,+2.464000E+00
+3.068800E-02,+4.560000E+00,+7.500000E-02,+2.464000E+00
+3.069200E-02,+4.600000E+00,+7.700001E-02,+2.468000E+00
+3.069600E-02,+4.600000E+00,+7.500000E-02,+2.464000E+00
+3.070000E-02,+4.640000E+00,+7.500000E-02,+2.464000E+00
+3.070400E-02,+4.640000E+00,+7.500000E-02,+2.464000E+00
+3.070800E-02,+4.680000E+00,+7.700001E-02,+2.468000E+00
+3.071200E-02,+4.720000E+00,+7.500000E-02,+2.468000E+00
+3.071600E-02,+4.720000E+00,+7.500000E-02,+2.468000E+00
+3.072000E-02,+4.760000E+00,+7.500000E-02,+2.468000E+00
+3.072400E-02,+4.760000E+00,+7.700001E-02,+2.468000E+00
+3.072800E-02,+4.800000E+00,+7.700001E-02,+2.468000E+00
+3.073200E-02,+4.840000E+00,+7.500000E-02,+2.468000E+00
+3.073600E-02,+4.840000E+00,+7.500000E-02,+2.468000E+00
+3.074000E-02,+4.880000E+00,+7.500000E-02,+2.468000E+00
+3.074400E-02,+4.920000E+00,+7.500000E-02,+2.468000E+00
+3.074800E-02,+4.880000E+00,+7.500000E-02,+2.468000E+00
+3.075200E-02,+4.920000E+00,+7.500000E-02,+2.468000E+00
+3.075600E-02,+4.960000E+00,+7.500000E-02,+2.468000E+00
+3.076000E-02,+4.960000E+00,+7.500000E-02,+2.468000E+00
+3.076400E-02,+5.000000E+00,+7.500000E-02,+2.468000E+00
+3.076800E-02,+5.000000E+00,+7.500000E-02,+2.468000E+00
+3.077200E-02,+5.040000E+00,+7.500000E-02,+2.468000E+00
+3.077600E-02,+5.080000E+00,+7.500000E-02,+2.468000E+00
+3.078000E-02,+5.080000E+00,+7.700001E-02,+2.468000E+00
+3.078400E-02,+5.120000E+00,+7.700001E-02,+2.468000E+00
+3.078800E-02,+5.120000E+00,+7.700001E-02,+2.468000E+00
+3.079200E-02,+5.120000E+00,+7.700001E-02,+2.468000E+00
+3.079600E-02,+5.160000E+00,+7.500000E-02,+2.468000E+00
+3.080000E-02,+5.160000E+00,+7.500000E-02,+2.468000E+00
+3.080400E-02,+5.120000E+00,+7.700001E-02,+2.468000E+00
+3.080800E-02,+5.160000E+00,+7.500000E-02,+2.468000E+00
+3.081200E-02,+5.200000E+00,+7.700001E-02,+2.468000E+00
+3.081600E-02,+5.240000E+00,+7.700001E-02,+2.468000E+00
+3.082000E-02,+5.200000E+00,+7.700001E-02,+2.468000E+00
+3.082400E-02,+5.280000E+00,+7.700001E-02,+2.468000E+00
+3.082800E-02,+5.280000E+00,+7.500000E-02,+2.468000E+00
+3.083200E-02,+5.240000E+00,+7.500000E-02,+2.468000E+00
+3.083600E-02,+5.320000E+00,+7.500000E-02,+2.468000E+00
+3.084000E-02,+5.320000E+00,+7.500000E-02,+2.468000E+00
+3.084400E-02,+5.280000E+00,+7.700001E-02,+2.468000E+00
+3.084800E-02,+5.360000E+00,+7.700001E-02,+2.468000E+00
+3.085200E-02,+5.320000E+00,+7.700001E-02,+2.468000E+00
+3.085600E-02,+5.400000E+00,+7.700001E-02,+2.468000E+00
+3.086000E-02,+5.400000E+00,+7.500000E-02,+2.468000E+00
+3.086400E-02,+5.400000E+00,+7.700001E-02,+2.468000E+00
+3.086800E-02,+5.400000E+00,+7.500000E-02,+2.468000E+00
+3.087200E-02,+5.440000E+00,+7.500000E-02,+2.468000E+00
+3.087600E-02,+5.440000E+00,+7.700001E-02,+2.468000E+00
+3.088000E-02,+5.440000E+00,+7.700001E-02,+2.468000E+00
+3.088400E-02,+5.400000E+00,+7.500000E-02,+2.468000E+00
+3.088800E-02,+5.480000E+00,+7.700001E-02,+2.468000E+00
+3.089200E-02,+5.480000E+00,+7.700001E-02,+2.468000E+00
+3.089600E-02,+5.480000E+00,+7.500000E-02,+2.468000E+00
+3.090000E-02,+5.520000E+00,+7.700001E-02,+2.468000E+00
+3.090400E-02,+5.520000E+00,+7.700001E-02,+2.468000E+00
+3.090800E-02,+5.520000E+00,+7.500000E-02,+2.468000E+00
+3.091200E-02,+5.520000E+00,+7.500000E-02,+2.468000E+00
+3.091600E-02,+5.520000E+00,+7.700001E-02,+2.468000E+00
+3.092000E-02,+5.520000E+00,+7.500000E-02,+2.468000E+00
+3.092400E-02,+5.560000E+00,+7.700001E-02,+2.468000E+00
+3.092800E-02,+5.560000E+00,+7.500000E-02,+2.468000E+00
+3.093200E-02,+5.560000E+00,+7.500000E-02,+2.468000E+00
+3.093600E-02,+5.560000E+00,+7.500000E-02,+2.468000E+00
+3.094000E-02,+5.560000E+00,+7.500000E-02,+2.468000E+00
+3.094400E-02,+5.560000E+00,+7.700001E-02,+2.468000E+00
+3.094800E-02,+5.600000E+00,+7.500000E-02,+2.472000E+00
+3.095200E-02,+5.600000E+00,+7.500000E-02,+2.468000E+00
+3.095600E-02,+5.600000E+00,+7.500000E-02,+2.468000E+00
+3.096000E-02,+5.600000E+00,+7.500000E-02,+2.468000E+00
+3.096400E-02,+5.600000E+00,+7.500000E-02,+2.468000E+00
+3.096800E-02,+5.600000E+00,+7.700001E-02,+2.468000E+00
+3.097200E-02,+5.560000E+00,+7.700001E-02,+2.468000E+00
+3.097600E-02,+5.600000E+00,+7.500000E-02,+2.468000E+00
+3.098000E-02,+5.560000E+00,+7.500000E-02,+2.472000E+00
+3.098400E-02,+5.600000E+00,+7.500000E-02,+2.472000E+00
+3.098800E-02,+5.560000E+00,+7.500000E-02,+2.472000E+00
+3.099200E-02,+5.600000E+00,+7.500000E-02,+2.472000E+00
+3.099600E-02,+5.600000E+00,+7.500000E-02,+2.472000E+00
+3.100000E-02,+5.600000E+00,+7.700001E-02,+2.472000E+00
+3.100400E-02,+5.600000E+00,+7.500000E-02,+2.472000E+00
+3.100800E-02,+5.600000E+00,+7.500000E-02,+2.472000E+00
+3.101200E-02,+5.600000E+00,+7.700001E-02,+2.472000E+00
+3.101600E-02,+5.560000E+00,+7.500000E-02,+2.472000E+00
+3.102000E-02,+5.600000E+00,+7.700001E-02,+2.472000E+00
+3.102400E-02,+5.560000E+00,+7.500000E-02,+2.472000E+00
+3.102800E-02,+5.560000E+00,+7.500000E-02,+2.472000E+00
+3.103200E-02,+5.560000E+00,+7.500000E-02,+2.472000E+00
+3.103600E-02,+5.560000E+00,+7.500000E-02,+2.472000E+00
+3.104000E-02,+5.560000E+00,+7.700001E-02,+2.472000E+00
+3.104400E-02,+5.560000E+00,+7.500000E-02,+2.472000E+00
+3.104800E-02,+5.560000E+00,+7.500000E-02,+2.472000E+00
+3.105200E-02,+5.520000E+00,+7.700001E-02,+2.472000E+00
+3.105600E-02,+5.520000E+00,+7.700001E-02,+2.472000E+00
+3.106000E-02,+5.520000E+00,+7.500000E-02,+2.472000E+00
+3.106400E-02,+5.520000E+00,+7.500000E-02,+2.472000E+00
+3.106800E-02,+5.520000E+00,+7.500000E-02,+2.472000E+00
+3.107200E-02,+5.520000E+00,+7.500000E-02,+2.472000E+00
+3.107600E-02,+5.480000E+00,+7.500000E-02,+2.472000E+00
+3.108000E-02,+5.480000E+00,+7.700001E-02,+2.472000E+00
+3.108400E-02,+5.480000E+00,+7.500000E-02,+2.472000E+00
+3.108800E-02,+5.440000E+00,+7.500000E-02,+2.472000E+00
+3.109200E-02,+5.440000E+00,+7.700001E-02,+2.472000E+00
+3.109600E-02,+5.440000E+00,+7.500000E-02,+2.472000E+00
+3.110000E-02,+5.400000E+00,+7.500000E-02,+2.472000E+00
+3.110400E-02,+5.400000E+00,+7.700001E-02,+2.472000E+00
+3.110800E-02,+5.360000E+00,+7.700001E-02,+2.472000E+00
+3.111200E-02,+5.360000E+00,+7.700001E-02,+2.472000E+00
+3.111600E-02,+5.360000E+00,+7.500000E-02,+2.472000E+00
+3.112000E-02,+5.360000E+00,+7.500000E-02,+2.472000E+00
+3.112400E-02,+5.320000E+00,+7.700001E-02,+2.472000E+00
+3.112800E-02,+5.280000E+00,+7.500000E-02,+2.472000E+00
+3.113200E-02,+5.280000E+00,+7.700001E-02,+2.472000E+00
+3.113600E-02,+5.280000E+00,+7.500000E-02,+2.472000E+00
+3.114000E-02,+5.240000E+00,+7.500000E-02,+2.472000E+00
+3.114400E-02,+5.240000E+00,+7.700001E-02,+2.472000E+00
+3.114800E-02,+5.240000E+00,+7.700001E-02,+2.472000E+00
+3.115200E-02,+5.200000E+00,+7.700001E-02,+2.472000E+00
+3.115600E-02,+5.200000E+00,+7.500000E-02,+2.472000E+00
+3.116000E-02,+5.160000E+00,+7.500000E-02,+2.472000E+00
+3.116400E-02,+5.160000E+00,+7.700001E-02,+2.472000E+00
+3.116800E-02,+5.160000E+00,+7.500000E-02,+2.472000E+00
+3.117200E-02,+5.120000E+00,+7.500000E-02,+2.472000E+00
+3.117600E-02,+5.080000E+00,+7.700001E-02,+2.472000E+00
+3.118000E-02,+5.080000E+00,+7.500000E-02,+2.472000E+00
+3.118400E-02,+5.040000E+00,+7.500000E-02,+2.472000E+00
+3.118800E-02,+5.040000E+00,+7.500000E-02,+2.472000E+00
+3.119200E-02,+5.000000E+00,+7.500000E-02,+2.472000E+00
+3.119600E-02,+5.000000E+00,+7.500000E-02,+2.472000E+00
+3.120000E-02,+4.960000E+00,+7.500000E-02,+2.472000E+00
+3.120400E-02,+4.960000E+00,+7.500000E-02,+2.472000E+00
+3.120800E-02,+4.960000E+00,+7.500000E-02,+2.472000E+00
+3.121200E-02,+4.880000E+00,+7.500000E-02,+2.472000E+00
+3.121600E-02,+4.880000E+00,+7.500000E-02,+2.472000E+00
+3.122000E-02,+4.840000E+00,+7.500000E-02,+2.472000E+00
+3.122400E-02,+4.840000E+00,+7.500000E-02,+2.472000E+00
+3.122800E-02,+4.800000E+00,+7.700001E-02,+2.472000E+00
+3.123200E-02,+4.760000E+00,+7.700001E-02,+2.472000E+00
+3.123600E-02,+4.760000E+00,+7.500000E-02,+2.472000E+00
+3.124000E-02,+4.720000E+00,+7.700001E-02,+2.472000E+00
+3.124400E-02,+4.720000E+00,+7.500000E-02,+2.472000E+00
+3.124800E-02,+4.640000E+00,+7.700001E-02,+2.476000E+00
+3.125200E-02,+4.640000E+00,+7.700001E-02,+2.472000E+00
+3.125600E-02,+4.640000E+00,+7.700001E-02,+2.476000E+00
+3.126000E-02,+4.600000E+00,+7.500000E-02,+2.476000E+00
+3.126400E-02,+4.560000E+00,+7.500000E-02,+2.476000E+00
+3.126800E-02,+4.520000E+00,+7.500000E-02,+2.476000E+00
+3.127200E-02,+4.520000E+00,+7.700001E-02,+2.476000E+00
+3.127600E-02,+4.480000E+00,+7.700001E-02,+2.476000E+00
+3.128000E-02,+4.440000E+00,+7.500000E-02,+2.476000E+00
+3.128400E-02,+4.440000E+00,+7.700001E-02,+2.476000E+00
+3.128800E-02,+4.440000E+00,+7.700001E-02,+2.476000E+00
+3.129200E-02,+4.360000E+00,+7.500000E-02,+2.476000E+00
+3.129600E-02,+4.320000E+00,+7.700001E-02,+2.476000E+00
+3.130000E-02,+4.320000E+00,+7.500000E-02,+2.476000E+00
+3.130400E-02,+4.280000E+00,+7.500000E-02,+2.476000E+00
+3.130800E-02,+4.280000E+00,+7.500000E-02,+2.476000E+00
+3.131200E-02,+4.240000E+00,+7.500000E-02,+2.476000E+00
+3.131600E-02,+4.200000E+00,+7.700001E-02,+2.476000E+00
+3.132000E-02,+4.160000E+00,+7.500000E-02,+2.476000E+00
+3.132400E-02,+4.120000E+00,+7.700001E-02,+2.476000E+00
+3.132800E-02,+4.120000E+00,+7.700001E-02,+2.476000E+00
+3.133200E-02,+4.080000E+00,+7.500000E-02,+2.476000E+00
+3.133600E-02,+4.040000E+00,+7.500000E-02,+2.476000E+00
+3.134000E-02,+4.040000E+00,+7.500000E-02,+2.476000E+00
+3.134400E-02,+4.000000E+00,+7.700001E-02,+2.476000E+00
+3.134800E-02,+3.960000E+00,+7.700001E-02,+2.476000E+00
+3.135200E-02,+3.920000E+00,+7.700001E-02,+2.476000E+00
+3.135600E-02,+3.920000E+00,+7.700001E-02,+2.476000E+00
+3.136000E-02,+3.880000E+00,+7.500000E-02,+2.476000E+00
+3.136400E-02,+3.840000E+00,+7.700001E-02,+2.476000E+00
+3.136800E-02,+3.800000E+00,+7.500000E-02,+2.476000E+00
+3.137200E-02,+3.760000E+00,+7.500000E-02,+2.476000E+00
+3.137600E-02,+3.760000E+00,+7.700001E-02,+2.476000E+00
+3.138000E-02,+3.720000E+00,+7.500000E-02,+2.476000E+00
+3.138400E-02,+3.680000E+00,+7.500000E-02,+2.476000E+00
+3.138800E-02,+3.640000E+00,+7.500000E-02,+2.476000E+00
+3.139200E-02,+3.640000E+00,+7.500000E-02,+2.476000E+00
+3.139600E-02,+3.640000E+00,+7.700001E-02,+2.476000E+00
+3.140000E-02,+3.560000E+00,+7.700001E-02,+2.476000E+00
+3.140400E-02,+3.520000E+00,+7.700001E-02,+2.476000E+00
+3.140800E-02,+3.520000E+00,+7.500000E-02,+2.476000E+00
+3.141200E-02,+3.480000E+00,+7.700001E-02,+2.476000E+00
+3.141600E-02,+3.440000E+00,+7.700001E-02,+2.476000E+00
+3.142000E-02,+3.480000E+00,+7.500000E-02,+2.476000E+00
+3.142400E-02,+3.360000E+00,+7.500000E-02,+2.476000E+00
+3.142800E-02,+3.320000E+00,+7.500000E-02,+2.476000E+00
+3.143200E-02,+3.320000E+00,+7.500000E-02,+2.476000E+00
+3.143600E-02,+3.280000E+00,+7.500000E-02,+2.476000E+00
+3.144000E-02,+3.320000E+00,+7.500000E-02,+2.476000E+00
+3.144400E-02,+3.240000E+00,+7.500000E-02,+2.476000E+00
+3.144800E-02,+3.200000E+00,+7.700001E-02,+2.480000E+00
+3.145200E-02,+3.200000E+00,+7.500000E-02,+2.476000E+00
+3.145600E-02,+3.160000E+00,+7.700001E-02,+2.480000E+00
+3.146000E-02,+3.120000E+00,+7.500000E-02,+2.476000E+00
+3.146400E-02,+3.120000E+00,+7.500000E-02,+2.476000E+00
+3.146800E-02,+3.080000E+00,+7.500000E-02,+2.476000E+00
+3.147200E-02,+3.000000E+00,+7.500000E-02,+2.476000E+00
+3.147600E-02,+3.000000E+00,+7.500000E-02,+2.476000E+00
+3.148000E-02,+2.960000E+00,+7.500000E-02,+2.476000E+00
+3.148400E-02,+2.920000E+00,+7.500000E-02,+2.476000E+00
+3.148800E-02,+2.920000E+00,+7.700001E-02,+2.480000E+00
+3.149200E-02,+2.920000E+00,+7.700001E-02,+2.476000E+00
+3.149600E-02,+2.920000E+00,+7.500000E-02,+2.476000E+00
+3.150000E-02,+2.800000E+00,+7.500000E-02,+2.476000E+00
+3.150400E-02,+2.800000E+00,+7.700001E-02,+2.476000E+00
+3.150800E-02,+2.760000E+00,+7.700001E-02,+2.476000E+00
+3.151200E-02,+2.760000E+00,+7.500000E-02,+2.476000E+00
+3.151600E-02,+2.760000E+00,+7.500000E-02,+2.480000E+00
+3.152000E-02,+2.680000E+00,+7.500000E-02,+2.480000E+00
+3.152400E-02,+2.680000E+00,+7.700001E-02,+2.480000E+00
+3.152800E-02,+2.640000E+00,+7.700001E-02,+2.480000E+00
+3.153200E-02,+2.640000E+00,+7.500000E-02,+2.480000E+00
+3.153600E-02,+2.640000E+00,+7.700001E-02,+2.480000E+00
+3.154000E-02,+2.600000E+00,+7.500000E-02,+2.480000E+00
+3.154400E-02,+2.560000E+00,+7.700001E-02,+2.476000E+00
+3.154800E-02,+2.520000E+00,+7.700001E-02,+2.480000E+00
+3.155200E-02,+2.480000E+00,+7.500000E-02,+2.480000E+00
+3.155600E-02,+2.520000E+00,+7.500000E-02,+2.480000E+00
+3.156000E-02,+2.440000E+00,+7.500000E-02,+2.480000E+00
+3.156400E-02,+2.480000E+00,+7.700001E-02,+2.480000E+00
+3.156800E-02,+2.440000E+00,+7.700001E-02,+2.480000E+00
+3.157200E-02,+2.400000E+00,+7.500000E-02,+2.480000E+00
+3.157600E-02,+2.400000E+00,+7.700001E-02,+2.480000E+00
+3.158000E-02,+2.360000E+00,+7.500000E-02,+2.480000E+00
+3.158400E-02,+2.320000E+00,+7.500000E-02,+2.480000E+00
+3.158800E-02,+2.320000E+00,+7.700001E-02,+2.480000E+00
+3.159200E-02,+2.280000E+00,+7.500000E-02,+2.480000E+00
+3.159600E-02,+2.280000E+00,+7.700001E-02,+2.480000E+00
+3.160000E-02,+2.240000E+00,+7.500000E-02,+2.480000E+00
+3.160400E-02,+2.280000E+00,+7.500000E-02,+2.480000E+00
+3.160800E-02,+2.200000E+00,+7.500000E-02,+2.480000E+00
+3.161200E-02,+2.200000E+00,+7.500000E-02,+2.480000E+00
+3.161600E-02,+2.160000E+00,+7.700001E-02,+2.480000E+00
+3.162000E-02,+2.120000E+00,+7.700001E-02,+2.480000E+00
+3.162400E-02,+2.200000E+00,+7.500000E-02,+2.480000E+00
+3.162800E-02,+2.160000E+00,+7.700001E-02,+2.480000E+00
+3.163200E-02,+2.080000E+00,+7.500000E-02,+2.480000E+00
+3.163600E-02,+2.120000E+00,+7.700001E-02,+2.480000E+00
+3.164000E-02,+2.080000E+00,+7.500000E-02,+2.480000E+00
+3.164400E-02,+2.080000E+00,+7.700001E-02,+2.480000E+00
+3.164800E-02,+2.040000E+00,+7.700001E-02,+2.480000E+00
+3.165200E-02,+2.040000E+00,+7.700001E-02,+2.480000E+00
+3.165600E-02,+2.040000E+00,+7.700001E-02,+2.480000E+00
+3.166000E-02,+2.000000E+00,+7.500000E-02,+2.480000E+00
+3.166400E-02,+2.000000E+00,+7.700001E-02,+2.480000E+00
+3.166800E-02,+2.000000E+00,+7.700001E-02,+2.480000E+00
+3.167200E-02,+1.960000E+00,+7.500000E-02,+2.480000E+00
+3.167600E-02,+2.000000E+00,+7.500000E-02,+2.480000E+00
+3.168000E-02,+2.000000E+00,+7.500000E-02,+2.480000E+00
+3.168400E-02,+1.960000E+00,+7.700001E-02,+2.480000E+00
+3.168800E-02,+1.920000E+00,+7.500000E-02,+2.480000E+00
+3.169200E-02,+1.960000E+00,+7.700001E-02,+2.480000E+00
+3.169600E-02,+1.920000E+00,+7.500000E-02,+2.480000E+00
+3.170000E-02,+1.920000E+00,+7.500000E-02,+2.480000E+00
+3.170400E-02,+1.960000E+00,+7.700001E-02,+2.480000E+00
+3.170800E-02,+1.880000E+00,+7.500000E-02,+2.480000E+00
+3.171200E-02,+1.920000E+00,+7.700001E-02,+2.480000E+00
+3.171600E-02,+1.880000E+00,+7.700001E-02,+2.480000E+00
+3.172000E-02,+1.920000E+00,+7.500000E-02,+2.480000E+00
+3.172400E-02,+1.880000E+00,+7.500000E-02,+2.480000E+00
+3.172800E-02,+1.920000E+00,+7.500000E-02,+2.480000E+00
+3.173200E-02,+1.920000E+00,+7.500000E-02,+2.480000E+00
+3.173600E-02,+1.880000E+00,+7.500000E-02,+2.480000E+00
+3.174000E-02,+1.840000E+00,+7.700001E-02,+2.480000E+00
+3.174400E-02,+1.880000E+00,+7.500000E-02,+2.480000E+00
+3.174800E-02,+1.880000E+00,+7.700001E-02,+2.484000E+00
+3.175200E-02,+1.840000E+00,+7.700001E-02,+2.480000E+00
+3.175600E-02,+1.840000E+00,+7.700001E-02,+2.484000E+00
+3.176000E-02,+1.840000E+00,+7.700001E-02,+2.480000E+00
+3.176400E-02,+1.880000E+00,+7.700001E-02,+2.480000E+00
+3.176800E-02,+1.880000E+00,+7.500000E-02,+2.480000E+00
+3.177200E-02,+1.880000E+00,+7.500000E-02,+2.480000E+00
+3.177600E-02,+1.880000E+00,+7.700001E-02,+2.484000E+00
+3.178000E-02,+1.880000E+00,+7.500000E-02,+2.480000E+00
+3.178400E-02,+1.880000E+00,+7.700001E-02,+2.480000E+00
+3.178800E-02,+1.880000E+00,+7.500000E-02,+2.480000E+00
+3.179200E-02,+1.880000E+00,+7.700001E-02,+2.484000E+00
+3.179600E-02,+1.880000E+00,+7.500000E-02,+2.480000E+00
+3.180000E-02,+1.880000E+00,+7.700001E-02,+2.484000E+00
+3.180400E-02,+1.880000E+00,+7.700001E-02,+2.480000E+00
+3.180800E-02,+1.920000E+00,+7.500000E-02,+2.484000E+00
+3.181200E-02,+1.880000E+00,+7.500000E-02,+2.484000E+00
+3.181600E-02,+1.960000E+00,+7.500000E-02,+2.484000E+00
+3.182000E-02,+1.920000E+00,+7.700001E-02,+2.484000E+00
+3.182400E-02,+1.920000E+00,+7.700001E-02,+2.484000E+00
+3.182800E-02,+1.920000E+00,+7.500000E-02,+2.484000E+00
+3.183200E-02,+1.960000E+00,+7.500000E-02,+2.484000E+00
+3.183600E-02,+2.000000E+00,+7.700001E-02,+2.484000E+00
+3.184000E-02,+1.960000E+00,+7.700001E-02,+2.484000E+00
+3.184400E-02,+2.000000E+00,+7.500000E-02,+2.484000E+00
+3.184800E-02,+1.960000E+00,+7.500000E-02,+2.484000E+00
+3.185200E-02,+2.000000E+00,+7.700001E-02,+2.484000E+00
+3.185600E-02,+2.000000E+00,+7.700001E-02,+2.484000E+00
+3.186000E-02,+2.040000E+00,+7.700001E-02,+2.484000E+00
+3.186400E-02,+2.040000E+00,+7.500000E-02,+2.484000E+00
+3.186800E-02,+2.040000E+00,+7.500000E-02,+2.484000E+00
+3.187200E-02,+2.040000E+00,+7.500000E-02,+2.484000E+00
+3.187600E-02,+2.080000E+00,+7.700001E-02,+2.484000E+00
+3.188000E-02,+2.120000E+00,+7.700001E-02,+2.484000E+00
+3.188400E-02,+2.080000E+00,+7.700001E-02,+2.484000E+00
+3.188800E-02,+2.120000E+00,+7.500000E-02,+2.484000E+00
+3.189200E-02,+2.120000E+00,+7.700001E-02,+2.484000E+00
+3.189600E-02,+2.120000E+00,+7.700001E-02,+2.484000E+00
+3.190000E-02,+2.160000E+00,+7.500000E-02,+2.484000E+00
+3.190400E-02,+2.160000E+00,+7.700001E-02,+2.484000E+00
+3.190800E-02,+2.240000E+00,+7.500000E-02,+2.484000E+00
+3.191200E-02,+2.200000E+00,+7.500000E-02,+2.484000E+00
+3.191600E-02,+2.200000E+00,+7.700001E-02,+2.484000E+00
+3.192000E-02,+2.280000E+00,+7.700001E-02,+2.484000E+00
+3.192400E-02,+2.240000E+00,+7.700001E-02,+2.484000E+00
+3.192800E-02,+2.280000E+00,+7.500000E-02,+2.484000E+00
+3.193200E-02,+2.320000E+00,+7.500000E-02,+2.484000E+00
+3.193600E-02,+2.320000E+00,+7.500000E-02,+2.484000E+00
+3.194000E-02,+2.360000E+00,+7.700001E-02,+2.484000E+00
+3.194400E-02,+2.360000E+00,+7.500000E-02,+2.484000E+00
+3.194800E-02,+2.360000E+00,+7.700001E-02,+2.484000E+00
+3.195200E-02,+2.400000E+00,+7.500000E-02,+2.484000E+00
+3.195600E-02,+2.400000E+00,+7.700001E-02,+2.484000E+00
+3.196000E-02,+2.440000E+00,+7.700001E-02,+2.484000E+00
+3.196400E-02,+2.480000E+00,+7.500000E-02,+2.484000E+00
+3.196800E-02,+2.480000E+00,+7.500000E-02,+2.484000E+00
+3.197200E-02,+2.480000E+00,+7.500000E-02,+2.484000E+00
+3.197600E-02,+2.560000E+00,+7.500000E-02,+2.484000E+00
+3.198000E-02,+2.560000E+00,+7.500000E-02,+2.484000E+00
+3.198400E-02,+2.600000E+00,+7.500000E-02,+2.484000E+00
+3.198800E-02,+2.600000E+00,+7.500000E-02,+2.484000E+00
+3.199200E-02,+2.640000E+00,+7.500000E-02,+2.484000E+00
+3.199600E-02,+2.680000E+00,+7.500000E-02,+2.484000E+00
+3.200000E-02,+2.680000E+00,+7.700001E-02,+2.484000E+00
+3.200400E-02,+2.720000E+00,+7.500000E-02,+2.484000E+00
+3.200800E-02,+2.720000E+00,+7.500000E-02,+2.484000E+00
+3.201200E-02,+2.760000E+00,+7.500000E-02,+2.484000E+00
